DATE,LEDGER,REVENUE,UNITS
4/30/2024,Bike Taillights,2176995.58,36113.24
4/30/2024,Other Bike Lights,641729.41,62575.89
4/30/2024,Bike Pumps,6549476.07,393709.28
4/30/2024,C02 Frame Pumps,306550.88,17460.05
4/30/2024,Floor Pumps,4434580.11,221404.13
4/30/2024,Manual Frame Pumps,1009975.48,49111.07
4/30/2024,Pump Accessories,632215.32,102095.50
4/30/2024,Shock Pumps,166154.28,3638.53
4/30/2024,Bike Rentals,525933.53,9264.14
4/30/2024,Bike Rentals,525933.53,9264.14
4/30/2024,Bike Service/Repairs,45963516.76,1406795.16
4/30/2024,Bike Service/Repairs,45963516.76,1406795.16
4/30/2024,BMX,13955858.10,110849.96
4/30/2024,BMX/Race Bicycles,6674574.90,56181.36
4/30/2024,Freestyle Bicycles,7281283.20,54668.60
4/30/2024,Childrens,62619321.17,523863.16
4/30/2024,12 inch Bicycles,8541165.82,102137.26
4/30/2024,14 inch Bicycles,1107348.28,8423.79
4/30/2024,16 inch Bicycles,14046139.94,139012.26
4/30/2024,18 inch Bicycles,7608496.22,77782.64
4/30/2024,20 inch Bicycles,13933859.70,99131.03
4/30/2024,24 inch Bicycles,16759807.30,92099.15
4/30/2024,Balance Bikes,557714.25,4650.83
4/30/2024,Tricycles,64789.66,626.20
4/30/2024,Components,24125635.53,801381.24
4/30/2024,Bar Ends,20449.23,1006.08
4/30/2024,Bottom Brackets,476746.58,13148.48
4/30/2024,Brake and Shifting Cables,987313.82,158149.88
4/30/2024,Brake Parts - Disks,1089985.42,24410.64
4/30/2024,Brake Parts - Levers,165579.46,4143.30
4/30/2024,Brake Parts - Other,465218.04,24123.61
4/30/2024,Brake Parts - Pads,1975043.30,112212.97
4/30/2024,Brake Parts - Rims,55056.88,994.57
4/30/2024,Brakes - Disk - Hydraulic,229565.17,1584.74
4/30/2024,Brakes - Disk - Hydraulic Sets,608482.63,6499.13
4/30/2024,Brakes - Disk - Mechanical,45459.11,632.49
4/30/2024,Brakes - Disk - Mechanical Sets,40876.50,179.07
4/30/2024,Brakes - Rim Sets,4453.54,154.38
4/30/2024,Brakes - Rims,52511.44,2006.76
4/30/2024,Cassettes/Freewheels,2314978.50,31178.73
4/30/2024,Chainrings,474712.35,7763.45
4/30/2024,Chains,3231384.04,111172.79
4/30/2024,Component Groups,744456.69,920.30
4/30/2024,Cranksets,835994.68,5221.04
4/30/2024,Front Derailleurs,190232.87,2679.33
4/30/2024,Handlebar Grips,990475.96,56455.47
4/30/2024,Handlebar Tape,1011084.12,34175.41
4/30/2024,Handlebars,873619.23,7465.41
4/30/2024,Headsets,85236.64,2658.24
4/30/2024,Other Component Parts,3154981.92,141405.27
4/30/2024,Rear Derailleurs,1277544.19,13406.85
4/30/2024,Seatposts,1482438.09,17133.99
4/30/2024,Shift/Brake Combo,304899.66,2899.59
4/30/2024,Shifters,252682.95,6675.71
4/30/2024,Stems,684172.52,10923.56
4/30/2024,Electric Bicycles,68508626.87,36841.67
4/30/2024,Electric Lifestyle/Leisure Bicycles- Class 1,2377342.90,1517.86
4/30/2024,Electric Lifestyle/Leisure Bicycles- Class 2,1419059.11,2031.38
4/30/2024,Electric Lifestyle/Leisure Bicycles- Class 3,237.22,1.68
4/30/2024,Electric Mountain Bicycles- Class 1,18345154.03,4368.78
4/30/2024,Electric Mountain Bicycles- Class 2,1652565.67,1517.81
4/30/2024,Electric Other Bicycles- Not Specified,0.00,0.00
4/30/2024,Electric Other Bicycles- Class 1,409014.33,436.82
4/30/2024,Electric Other Bicycles- Class 2,1016359.10,757.99
4/30/2024,Electric Other Bicycles- Class 3,1265976.66,567.34
4/30/2024,Electric Road Bicycles- Not Specified,-6382.41,0.00
4/30/2024,Electric Road Bicycles- Class 1,2252784.86,438.82
4/30/2024,Electric Road Bicycles- Class 2,-3185.85,0.70
4/30/2024,Electric Road Bicycles- Class 3,2655625.97,432.81
4/30/2024,Electric Transit/Fitness Bicycles- Not Specified,0.00,0.00
4/30/2024,Electric Transit/Fitness Bicycles- Class 1,11760376.06,5978.15
4/30/2024,Electric Transit/Fitness Bicycles- Class 2,2677800.04,1937.90
4/30/2024,Electric Transit/Fitness Bicycles- Class 3,11635540.61,4366.99
4/30/2024,Electric Mountain Bicycles- Class 3,1584200.55,652.24
4/30/2024,Electric Cargo Bicycles- Class 1,2923410.93,1534.50
4/30/2024,Electric Cargo Bicycles- Class 2,355596.84,234.37
4/30/2024,Electric Cargo Bicycles- Class 3,387363.46,116.19
4/30/2024,Electric Folding Bicycles- Class 1,1656794.79,2671.89
4/30/2024,Electric Folding Bicycles- Class 2,3831172.58,7028.92
4/30/2024,Electric Folding Bicycles- Class 3,311819.42,248.53
4/30/2024,Electronics,8465431.96,73257.77
4/30/2024,Cyclo-Computers,4032017.90,17393.44
4/30/2024,Electronic Accessories,2602385.34,53351.66
4/30/2024,Power Meters,1831028.72,2512.67
4/30/2024,Fenders,731383.28,15174.25
4/30/2024,Fender Sets,400647.28,7715.41
4/30/2024,Front Fenders,261521.86,4454.26
4/30/2024,Rear Fenders,69214.14,3004.58
4/30/2024,Forks & Suspension,948346.20,1759.17
4/30/2024,26 Inch,98.60,1.00
4/30/2024,700C,-10277.01,14.77
4/30/2024,Other Rigid Forks,29218.76,136.48
4/30/2024,Suspension Fork,835756.25,1380.61
4/30/2024,Suspension Rear,93549.60,226.31
4/30/2024,Frames,2352826.19,1520.17
4/30/2024,BMX Frames,7531.44,13.49
4/30/2024,Cyclocross/Gravel Frames,407513.76,208.74
4/30/2024,Mountain Frames,677058.07,302.84
4/30/2024,Road Frames,1260722.92,995.10
4/30/2024,Helmets,31212728.66,855674.90
4/30/2024,Full Face Helmets,1070583.19,14728.14
4/30/2024,Helmet Accessories,63974.78,2555.04
4/30/2024,Regular Helmets,30078170.69,838391.72
4/30/2024,Lifestyle/Leisure,9100097.53,41494.22
4/30/2024,Comfort Bicycles,1971121.71,4790.54
4/30/2024,Cruiser/Classic Bicycles,7128975.82,36703.68
4/30/2024,Locks,8565627.73,404598.84
4/30/2024,Cable Locks,3601641.98,282438.36
4/30/2024,Lock Accessories,79429.70,3606.44
4/30/2024,U-Locks,3102679.10,84609.48
4/30/2024,Chain Locks,1118987.60,24943.99
4/30/2024,Folding Locks,573403.22,7015.08
4/30/2024,Other Locks,89486.13,1985.49
4/30/2024,Mountain,78293220.38,162527.49
4/30/2024,"Downhill Bicycles-26""",0.00,0.00
4/30/2024,"Downhill Bicycles-27.5""/650B",0.00,0.00
4/30/2024,"Downhill Bicycles-29""",0.00,0.00
4/30/2024,"Front Suspension Bicycles-26""",8785110.07,52712.31
4/30/2024,"Front Suspension Bicycles-27.5""/650B",10759412.77,22671.32
4/30/2024,"Front Suspension Bicycles-29""",20526359.82,35494.35
4/30/2024,Front Suspension Bicycles-Not Specified,0.00,0.00
4/30/2024,"Full Suspension Bicycles-26""",4397062.90,27662.90
4/30/2024,"Full Suspension Bicycles-27.5""/650B",2222149.46,2315.15
4/30/2024,"Full Suspension Bicycles-29""",29850531.88,17304.48
4/30/2024,Full Suspension Bicycles-Not Specified,0.00,0.00
4/30/2024,"Single Speed Mountain Bicycles-26""",7811.78,25.11
4/30/2024,"Single Speed Mountain Bicycles-29""",0.00,0.00
4/30/2024,"Unsuspended Bicycles-26""",1250964.87,3787.65
4/30/2024,"Unsuspended Bicycles-27.5""/650B",476770.32,543.80
4/30/2024,"Unsuspended Bicycles-29""",17046.51,10.42
4/30/2024,Unsuspended Bicycles-Not Specified,0.00,0.00
4/30/2024,Downhill Bicycles-Not Specified,0.00,0.00
4/30/2024,On-Bike Packs,3599039.91,70842.38
4/30/2024,Frame Bags,803031.80,20678.42
4/30/2024,Handlebar Bags,459990.79,11215.80
4/30/2024,Pannier/Rack Packs,1570017.82,15336.97
4/30/2024,Seat/Seat post Bags,765999.50,23611.19
4/30/2024,On-Bike Racks,2807978.67,84378.19
4/30/2024,Bike Baskets,1336859.20,51789.67
4/30/2024,Front Bike Racks,75719.57,1060.63
4/30/2024,Front/Rear Rack Sets,7819.18,110.86
4/30/2024,Rear Rack Frame,1357487.69,30929.55
4/30/2024,Rear Rack Seatpost,30093.03,487.48
4/30/2024,Other Bicycles,11808156.85,54440.23
4/30/2024,Folding Bicycles,640801.89,1065.30
4/30/2024,Other Bicycles,37148.07,40.77
4/30/2024,Recumbent Bicycles,963595.45,672.34
4/30/2024,Stationary Bikes,9188711.41,49804.00
4/30/2024,Three Wheeler Bicycles,914819.61,2256.39
4/30/2024,Unicycles,63080.42,601.43
4/30/2024,Pedals,5985582.26,120255.70
4/30/2024,MTB Clipless Pedals,1307496.14,14541.19
4/30/2024,Pedals Accessories,903853.84,36088.45
4/30/2024,Platform Pedals,2019019.40,53788.87
4/30/2024,Road Clipless Pedals,1755212.88,15837.19
4/30/2024,Repairs/Maintenance,9073742.94,637530.68
4/30/2024,Bike Multi Tools,920276.49,35537.13
4/30/2024,Bike Patch Tool Kits,431277.29,60002.30
4/30/2024,Bike Patch Tools,1192580.99,139254.08
4/30/2024,Bike Shop Tools,1495183.90,75579.53
4/30/2024,Lubes/Cleaners,4230389.53,320008.97
4/30/2024,Workstands,804034.74,7148.67
4/30/2024,Road,53853900.67,22415.54
4/30/2024,Cyclocross/Gravel Bicycles,20701790.47,10474.36
4/30/2024,Sport Performance Road Bicycles,30478016.73,10060.20
4/30/2024,Touring Road Bicycles,1269568.34,1185.47
4/30/2024,Track/Single Speed Bicycles,148543.62,522.89
4/30/2024,Triathlon Bicycles,1255981.51,172.62
4/30/2024,Saddles/Pads,6496382.20,174389.40
4/30/2024,Comfort Saddles,3126477.35,97330.58
4/30/2024,Other Saddles,145652.89,6723.58
4/30/2024,Pads/Covers,600421.49,45875.59
4/30/2024,Performance Saddles,2623830.47,24459.65
4/30/2024,Tandem,163945.57,361.20
4/30/2024,All Terrain Tandem Bicycles,0.00,0.00
4/30/2024,Comfort/Cross Tandem Bicycles,91510.52,248.72
4/30/2024,Road Tandem Bicycles,72435.05,112.48
4/30/2024,Tires/Tubes,21463419.69,1485415.54
4/30/2024,Other Tubes,666735.08,105165.76
4/30/2024,Tire 12-24 Inch,1165538.22,62480.32
4/30/2024,Tire 26 Inch,1921905.15,77978.88
4/30/2024,Tire 27 Inch/700C/650C,6823018.90,136729.92
4/30/2024,Tire 27.5 Inch/650B,864649.12,19817.54
4/30/2024,Tire 29 Inch,1497171.65,27805.48
4/30/2024,Tire OTHER,3230.41,156.21
4/30/2024,Tires/Tubes Accessories,1304788.41,107049.78
4/30/2024,Tube 20 Inch,970797.59,126574.68
4/30/2024,Tube 24 X,537756.58,80888.01
4/30/2024,Tube 26 X,2312685.34,326681.39
4/30/2024,Tube 27.5/650B,507728.08,62350.40
4/30/2024,Tube 27/700C/650C,2304591.10,282087.57
4/30/2024,Tube 29 X,582824.06,69649.60
4/30/2024,Trailers,4094939.42,23907.90
4/30/2024,Cargo Trailers,250469.08,2434.74
4/30/2024,Trail A Bikes,133041.80,601.16
4/30/2024,Kid Trailers/Carriers,3711428.54,20872.00
4/30/2024,Trainers/Rollers,2363477.51,10806.45
4/30/2024,Trainers/Rollers,2023410.07,6546.85
4/30/2024,Trainers/Rollers Accessories,340067.44,4259.60
4/30/2024,Transit/Fitness,31389978.19,53204.46
4/30/2024,Commuter/Town Bicycles,5323173.02,10778.46
4/30/2024,Cross/Hybrid Bicycles,26066805.17,42426.00
4/30/2024,Water Bottle Cages,3018819.16,175801.77
4/30/2024,Water Bottle Cages,3018819.16,175801.77
4/30/2024,Wheel Parts,1504888.94,96736.31
4/30/2024,26 Inch Rims,9262.30,261.31
4/30/2024,27 Inch Rims,271.22,6.46
4/30/2024,27.5 Inch/ 650B Rims,31514.49,199.13
4/30/2024,29 Inch Rims,39138.35,196.08
4/30/2024,650C Rims,0.00,0.00
4/30/2024,700C Rims,38253.97,213.99
4/30/2024,Hubs,105443.29,857.75
4/30/2024,Other Rims,562582.20,1017.06
4/30/2024,Other Wheel Parts,581143.59,35510.24
4/30/2024,Skewers,49766.61,3144.26
4/30/2024,Spokes,87512.92,55330.03
4/30/2024,Wheels,5239213.61,16681.89
4/30/2024,<=24 inch Front Wheels,5004.16,84.66
4/30/2024,<=24 inch Rear Wheels,11553.65,123.56
4/30/2024,<=24 inch Wheel Sets,21234.80,702.39
4/30/2024,26 inch Front Wheels,23940.99,225.75
4/30/2024,26 inch Rear Wheels,47727.60,541.65
4/30/2024,26 inch Wheel Sets,123005.60,1616.99
4/30/2024,27 inch/ 700C/ 650C Front Wheels,649064.14,1457.75
4/30/2024,27 inch/ 700C/ 650C Rear Wheels,783735.68,1932.18
4/30/2024,27 inch/ 700C/ 650C Wheel Sets,1914043.76,5121.62
4/30/2024,27.5 inch/ 650B Front Wheels,9021.62,44.84
4/30/2024,27.5 inch/ 650B Rear Wheels,111050.47,399.37
4/30/2024,27.5 inch/ 650B Wheel Sets,265628.91,653.24
4/30/2024,29 inch Front Wheels,142959.68,521.31
4/30/2024,29 inch Rear Wheels,195633.37,785.83
4/30/2024,29 inch Wheel Sets,926449.45,1540.08
4/30/2024,Other Front Wheels,200.00,1.00
4/30/2024,Other Rear Wheels,0.00,0.00
4/30/2024,Other Wheel Sets,8959.73,929.67
4/30/2024,Grand Total,540975825.24,8235516.49
5/31/2024,Bike Footwear,9325494.98,75198.59
5/31/2024,Bike Sandals,38773.89,369.79
5/31/2024,Mountain Shoes,4936076.77,43261.60
5/31/2024,Other Bike Shoes,93175.93,1033.34
5/31/2024,Road Shoes,4257468.39,30533.86
5/31/2024,Bike Gloves,3199394.37,114527.56
5/31/2024,Bike Glove Liners,76.19,38.10
5/31/2024,Fingerless Bike Gloves,2010093.54,72443.85
5/31/2024,Full Finger Bike Gloves,1189224.64,42045.61
5/31/2024,Bike Lights,7817821.66,220225.17
5/31/2024,Bike Headlights,1346174.67,31138.19
5/31/2024,Bike Light Accessories,39789.26,3680.41
5/31/2024,Bike Light Sets,2400682.04,74748.39
5/31/2024,Bike Taillights,3331701.33,49818.80
5/31/2024,Other Bike Lights,699474.36,60839.38
5/31/2024,Bike Pumps,7595525.45,402138.33
5/31/2024,C02 Frame Pumps,391937.00,17473.19
5/31/2024,Floor Pumps,4964395.77,222070.72
5/31/2024,Manual Frame Pumps,1256601.76,59070.01
5/31/2024,Pump Accessories,792903.57,99448.14
5/31/2024,Shock Pumps,189687.35,4076.27
5/31/2024,Bike Rentals,888100.97,10499.45
5/31/2024,Bike Rentals,888100.97,10499.45
5/31/2024,Bike Service/Repairs,48954910.25,1350272.27
5/31/2024,Bike Service/Repairs,48954910.25,1350272.27
5/31/2024,BMX,14572480.29,112150.01
5/31/2024,BMX/Race Bicycles,7432118.92,58731.30
5/31/2024,Freestyle Bicycles,7140361.37,53418.71
5/31/2024,Childrens,65598609.54,537122.31
5/31/2024,12 inch Bicycles,8295305.56,98153.82
5/31/2024,14 inch Bicycles,1124227.60,9091.34
5/31/2024,16 inch Bicycles,13919468.76,134398.94
5/31/2024,18 inch Bicycles,8197424.88,79823.12
5/31/2024,20 inch Bicycles,15114368.14,109045.77
5/31/2024,24 inch Bicycles,18343079.50,101301.65
5/31/2024,Balance Bikes,543054.21,4657.48
5/31/2024,Tricycles,61680.89,650.19
5/31/2024,Components,26916413.68,859121.45
5/31/2024,Bar Ends,20404.52,1028.34
5/31/2024,Bottom Brackets,542371.30,13772.21
5/31/2024,Brake and Shifting Cables,997733.12,178651.45
5/31/2024,Brake Parts - Disks,1172286.01,26171.47
5/31/2024,Brake Parts - Levers,163675.40,4321.42
5/31/2024,Brake Parts - Other,527327.45,25705.18
5/31/2024,Brake Parts - Pads,2281404.68,128849.89
5/31/2024,Brake Parts - Rims,54142.38,845.99
5/31/2024,Brakes - Disk - Hydraulic,220345.88,1575.65
5/31/2024,Brakes - Disk - Hydraulic Sets,738048.17,6896.72
5/31/2024,Brakes - Disk - Mechanical,47917.70,633.03
5/31/2024,Brakes - Disk - Mechanical Sets,45806.91,208.33
5/31/2024,Brakes - Rim Sets,2088.82,124.03
5/31/2024,Brakes - Rims,85674.12,2443.88
5/31/2024,Cassettes/Freewheels,2382418.78,31780.41
5/31/2024,Chainrings,493534.56,7708.79
5/31/2024,Chains,3199782.12,110090.93
5/31/2024,Component Groups,1286669.27,1418.11
5/31/2024,Cranksets,1012357.36,6056.98
5/31/2024,Front Derailleurs,243357.87,3298.48
5/31/2024,Handlebar Grips,1259684.30,66294.79
5/31/2024,Handlebar Tape,1069424.44,35933.44
5/31/2024,Handlebars,987625.68,8996.65
5/31/2024,Headsets,92709.78,1980.87
5/31/2024,Other Component Parts,3823452.94,137647.62
5/31/2024,Rear Derailleurs,1190655.99,13981.22
5/31/2024,Seatposts,1614407.87,20805.80
5/31/2024,Shift/Brake Combo,334628.37,2853.63
5/31/2024,Shifters,274504.05,7252.77
5/31/2024,Stems,751973.84,11793.37
5/31/2024,Electric Bicycles,76896829.88,48600.29
5/31/2024,Electric Lifestyle/Leisure Bicycles- Class 1,3589028.76,2439.93
5/31/2024,Electric Lifestyle/Leisure Bicycles- Class 2,2490058.65,3993.70
5/31/2024,Electric Lifestyle/Leisure Bicycles- Class 3,12141.21,6.15
5/31/2024,Electric Mountain Bicycles- Class 1,17678145.83,4804.75
5/31/2024,Electric Mountain Bicycles- Class 2,2507599.27,2419.55
5/31/2024,Electric Other Bicycles- Not Specified,0.00,0.00
5/31/2024,Electric Other Bicycles- Class 1,1050159.33,634.33
5/31/2024,Electric Other Bicycles- Class 2,1594367.39,1111.84
5/31/2024,Electric Other Bicycles- Class 3,1056602.71,485.73
5/31/2024,Electric Road Bicycles- Not Specified,0.00,0.00
5/31/2024,Electric Road Bicycles- Class 1,1543187.37,343.15
5/31/2024,Electric Road Bicycles- Class 2,5247.62,8.27
5/31/2024,Electric Road Bicycles- Class 3,2492765.17,413.79
5/31/2024,Electric Transit/Fitness Bicycles- Not Specified,0.00,0.00
5/31/2024,Electric Transit/Fitness Bicycles- Class 1,15078041.69,8732.35
5/31/2024,Electric Transit/Fitness Bicycles- Class 2,3404129.74,2474.96
5/31/2024,Electric Transit/Fitness Bicycles- Class 3,11709008.60,4553.21
5/31/2024,Electric Mountain Bicycles- Class 3,780228.62,347.86
5/31/2024,Electric Cargo Bicycles- Class 1,3570143.00,1716.17
5/31/2024,Electric Cargo Bicycles- Class 2,511005.40,290.85
5/31/2024,Electric Cargo Bicycles- Class 3,476161.86,142.00
5/31/2024,Electric Folding Bicycles- Class 1,1676359.11,2884.04
5/31/2024,Electric Folding Bicycles- Class 2,5306924.18,10496.07
5/31/2024,Electric Folding Bicycles- Class 3,365524.37,301.59
5/31/2024,Electronics,9687213.68,90726.11
5/31/2024,Cyclo-Computers,4886677.75,19388.76
5/31/2024,Electronic Accessories,3215642.70,69324.51
5/31/2024,Power Meters,1584893.23,2012.84
5/31/2024,Fenders,720101.15,16187.40
5/31/2024,Fender Sets,582416.40,9378.06
5/31/2024,Front Fenders,77237.81,4244.16
5/31/2024,Rear Fenders,60446.94,2565.18
5/31/2024,Forks & Suspension,1170504.23,2149.76
5/31/2024,26 Inch,2475.99,8.50
5/31/2024,700C,6089.61,18.64
5/31/2024,Other Rigid Forks,32748.90,192.40
5/31/2024,Suspension Fork,1046563.52,1730.93
5/31/2024,Suspension Rear,82626.21,199.29
5/31/2024,Frames,2533532.85,1695.34
5/31/2024,BMX Frames,4423.97,13.24
5/31/2024,Cyclocross/Gravel Frames,349620.33,159.69
5/31/2024,Mountain Frames,576793.70,273.73
5/31/2024,Road Frames,1602694.85,1248.68
5/31/2024,Helmets,37189235.36,925418.14
5/31/2024,Full Face Helmets,1512612.02,16401.19
5/31/2024,Helmet Accessories,74690.98,2914.45
5/31/2024,Regular Helmets,35601932.36,906102.50
5/31/2024,Lifestyle/Leisure,11557858.49,50260.89
5/31/2024,Comfort Bicycles,3056287.71,7085.72
5/31/2024,Cruiser/Classic Bicycles,8501570.78,43175.17
5/31/2024,Locks,11395396.71,486593.60
5/31/2024,Cable Locks,4425979.47,332180.81
5/31/2024,Lock Accessories,74509.38,3973.88
5/31/2024,U-Locks,4223058.60,103070.31
5/31/2024,Chain Locks,1823435.54,35907.33
5/31/2024,Folding Locks,760410.91,8937.79
5/31/2024,Other Locks,88002.81,2523.48
5/31/2024,Mountain,84668617.52,179675.22
5/31/2024,"Downhill Bicycles-26""",0.00,0.00
5/31/2024,"Downhill Bicycles-27.5""/650B",0.00,0.00
5/31/2024,"Downhill Bicycles-29""",162803.50,28.60
5/31/2024,"Front Suspension Bicycles-26""",10024232.18,60927.72
5/31/2024,"Front Suspension Bicycles-27.5""/650B",13916559.88,28178.28
5/31/2024,"Front Suspension Bicycles-29""",22533552.51,37753.67
5/31/2024,Front Suspension Bicycles-Not Specified,0.00,0.00
5/31/2024,"Full Suspension Bicycles-26""",4734792.29,29235.16
5/31/2024,"Full Suspension Bicycles-27.5""/650B",2019750.23,1938.78
5/31/2024,"Full Suspension Bicycles-29""",29249746.49,17153.92
5/31/2024,Full Suspension Bicycles-Not Specified,0.00,0.00
5/31/2024,"Single Speed Mountain Bicycles-26""",10044.71,28.70
5/31/2024,"Single Speed Mountain Bicycles-29""",0.00,0.00
5/31/2024,"Unsuspended Bicycles-26""",1417738.17,3732.21
5/31/2024,"Unsuspended Bicycles-27.5""/650B",571312.44,682.43
5/31/2024,"Unsuspended Bicycles-29""",28085.12,15.75
5/31/2024,Unsuspended Bicycles-Not Specified,0.00,0.00
5/31/2024,Downhill Bicycles-Not Specified,0.00,0.00
5/31/2024,On-Bike Packs,6379914.48,127200.96
5/31/2024,Frame Bags,1215302.31,33812.25
5/31/2024,Handlebar Bags,800136.95,21010.45
5/31/2024,Pannier/Rack Packs,3175668.73,35635.05
5/31/2024,Seat/Seat post Bags,1188806.49,36743.21
5/31/2024,On-Bike Racks,3854331.09,102977.67
5/31/2024,Bike Baskets,1666446.14,59799.29
5/31/2024,Front Bike Racks,114952.21,1514.52
5/31/2024,Front/Rear Rack Sets,3829.08,31.94
5/31/2024,Rear Rack Frame,2008783.29,40555.81
5/31/2024,Rear Rack Seatpost,60320.37,1076.11
5/31/2024,Other Bicycles,12435777.50,58211.88
5/31/2024,Folding Bicycles,806006.79,1656.32
5/31/2024,Other Bicycles,43994.96,43.95
5/31/2024,Recumbent Bicycles,1220156.55,841.21
5/31/2024,Stationary Bikes,9070540.06,51922.00
5/31/2024,Three Wheeler Bicycles,1240869.85,3231.07
5/31/2024,Unicycles,54209.29,517.33
5/31/2024,Pedals,6992343.32,136342.69
5/31/2024,MTB Clipless Pedals,1519169.45,17185.26
5/31/2024,Pedals Accessories,1029927.03,42172.37
5/31/2024,Platform Pedals,2307603.63,57713.29
5/31/2024,Road Clipless Pedals,2135643.21,19271.77
5/31/2024,Repairs/Maintenance,11120398.86,761193.36
5/31/2024,Bike Multi Tools,1107759.58,43818.55
5/31/2024,Bike Patch Tool Kits,490552.05,73340.16
5/31/2024,Bike Patch Tools,1391164.67,156271.15
5/31/2024,Bike Shop Tools,1853383.18,91513.13
5/31/2024,Lubes/Cleaners,5175340.74,387204.54
5/31/2024,Workstands,1102198.64,9045.83
5/31/2024,Road,57394239.19,26196.93
5/31/2024,Cyclocross/Gravel Bicycles,25640992.85,14114.33
5/31/2024,Sport Performance Road Bicycles,28588726.28,10057.61
5/31/2024,Touring Road Bicycles,1620225.53,1446.52
5/31/2024,Track/Single Speed Bicycles,120808.45,411.62
5/31/2024,Triathlon Bicycles,1423486.08,166.85
5/31/2024,Saddles/Pads,7388692.47,177068.66
5/31/2024,Comfort Saddles,3556597.28,96132.77
5/31/2024,Other Saddles,143374.79,5143.59
5/31/2024,Pads/Covers,626964.63,46478.41
5/31/2024,Performance Saddles,3061755.77,29313.89
5/31/2024,Tandem,281100.66,289.53
5/31/2024,All Terrain Tandem Bicycles,145371.17,16.15
5/31/2024,Comfort/Cross Tandem Bicycles,75169.91,215.81
5/31/2024,Road Tandem Bicycles,60559.58,57.57
5/31/2024,Tires/Tubes,25729176.36,1716550.15
5/31/2024,Other Tubes,723895.32,105465.20
5/31/2024,Tire 12-24 Inch,1547162.63,70520.75
5/31/2024,Tire 26 Inch,2327052.29,89815.64
5/31/2024,Tire 27 Inch/700C/650C,7898947.15,157485.22
5/31/2024,Tire 27.5 Inch/650B,1134228.02,25194.13
5/31/2024,Tire 29 Inch,1911928.17,34130.45
5/31/2024,Tire OTHER,7910.54,281.05
5/31/2024,Tires/Tubes Accessories,1516195.89,134731.49
5/31/2024,Tube 20 Inch,1180599.26,145970.09
5/31/2024,Tube 24 X,639161.79,91727.66
5/31/2024,Tube 26 X,2675191.64,359257.06
5/31/2024,Tube 27.5/650B,619056.94,74173.86
5/31/2024,Tube 27/700C/650C,2890338.93,350803.89
5/31/2024,Tube 29 X,657507.79,76993.66
5/31/2024,Trailers,4876198.22,26289.13
5/31/2024,Cargo Trailers,402458.54,3566.86
5/31/2024,Trail A Bikes,250873.06,1026.27
5/31/2024,Kid Trailers/Carriers,4222866.62,21696.00
5/31/2024,Trainers/Rollers,2020879.98,10688.24
5/31/2024,Trainers/Rollers,1674404.34,5963.74
5/31/2024,Trainers/Rollers Accessories,346475.64,4724.50
5/31/2024,Transit/Fitness,38618710.90,63469.97
5/31/2024,Commuter/Town Bicycles,6386226.83,12324.76
5/31/2024,Cross/Hybrid Bicycles,32232484.07,51145.21
5/31/2024,Water Bottle Cages,3713607.44,215078.35
5/31/2024,Water Bottle Cages,3713607.44,215078.35
5/31/2024,Wheel Parts,1072963.95,95386.54
5/31/2024,26 Inch Rims,11512.55,264.97
5/31/2024,27 Inch Rims,395.95,8.13
5/31/2024,27.5 Inch/ 650B Rims,31127.93,116.96
5/31/2024,29 Inch Rims,34691.90,220.85
5/31/2024,650C Rims,0.00,0.00
5/31/2024,700C Rims,44714.08,252.71
5/31/2024,Hubs,103823.70,915.00
5/31/2024,Other Rims,1981.06,35.67
5/31/2024,Other Wheel Parts,688030.53,37570.68
5/31/2024,Skewers,62451.24,3413.08
5/31/2024,Spokes,94235.01,52588.49
5/31/2024,Wheels,4288628.95,17648.43
5/31/2024,<=24 inch Front Wheels,7771.33,137.84
5/31/2024,<=24 inch Rear Wheels,10988.46,138.10
5/31/2024,<=24 inch Wheel Sets,32240.21,933.48
5/31/2024,26 inch Front Wheels,57648.94,365.81
5/31/2024,26 inch Rear Wheels,53075.38,622.55
5/31/2024,26 inch Wheel Sets,160269.59,2136.17
5/31/2024,27 inch/ 700C/ 650C Front Wheels,547743.09,1195.94
5/31/2024,27 inch/ 700C/ 650C Rear Wheels,623833.41,1821.52
5/31/2024,27 inch/ 700C/ 650C Wheel Sets,1401865.35,4842.23
5/31/2024,27.5 inch/ 650B Front Wheels,24647.69,147.82
5/31/2024,27.5 inch/ 650B Rear Wheels,70515.08,286.84
5/31/2024,27.5 inch/ 650B Wheel Sets,182430.91,798.95
5/31/2024,29 inch Front Wheels,148881.30,544.70
5/31/2024,29 inch Rear Wheels,246045.95,985.95
5/31/2024,29 inch Wheel Sets,651011.41,1367.32
5/31/2024,Other Front Wheels,0.00,0.00
5/31/2024,Other Rear Wheels,0.00,0.00
5/31/2024,Other Wheel Sets,69660.85,1323.21
5/31/2024,Grand Total,606855004.43,9017154.38
6/30/2024,Bike Footwear,9537143.47,72787.85
6/30/2024,Bike Sandals,27560.50,226.40
6/30/2024,Mountain Shoes,4752309.32,38627.44
6/30/2024,Other Bike Shoes,88792.44,937.20
6/30/2024,Road Shoes,4668481.21,32996.81
6/30/2024,Bike Gloves,4008764.46,135757.86
6/30/2024,Bike Glove Liners,0.00,0.00
6/30/2024,Fingerless Bike Gloves,2531388.63,85604.70
6/30/2024,Full Finger Bike Gloves,1477375.83,50153.16
